,,,,,,,,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN 375 ML 008068602116,,,,,,,,,,,,,,,,,363,"2,560","6,682","4,608","19,292","13,065","19,603","23,329","13,739","8,812","10,090","13,358","9,977","12,976","9,518","7,880",,,,,,,,,,,,,,,,,40,269,686,503,"2,315","1,553","2,358","2,838","1,652","1,046","1,137","1,601","1,161","1,499","1,096",905,,,,,,,,,,,,,,,,,216.71,228.05,233.69,219.9,199.82,201.74,199.34,197.14,199.48,202.08,212.81,200.13,205.99,207.54,208.18,208.71,,,,,,,,,,,,,,,,,0,0.1,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN 50 ML 008068600190,"201,958","201,558","266,927","224,702","228,507","267,931","206,484","219,384","279,539","233,364","248,134","324,448","224,100","226,200","284,120","248,976","236,338","319,863","245,391","248,900","317,905","258,675","267,296","381,081","265,208","268,143","312,116","219,897","233,225","307,651","258,411","265,896","162,293","160,870","215,200","178,037","178,245","212,011","161,041","171,451","217,805","183,420","193,588","253,175","175,936","179,035","225,018","199,155","186,808","256,665","195,853","198,880","256,148","205,998","214,108","303,566","211,009","217,515","251,745","179,103","188,506","248,784","208,337","215,073",222.22,223.74,221.49,225.38,228.93,225.67,228.96,228.5,229.19,227.2,228.89,228.84,227.46,225.61,225.47,223.24,225.92,222.54,223.74,223.48,221.63,224.24,222.93,224.17,224.44,220.14,221.4,219.25,220.93,220.83,221.49,220.77,3.7,3.8,3.9,3.8,3.9,3.9,3.9,3.9,3.9,3.9,4.2,4.4,4.1,4.1,4.2,4.3,4.2,4.4,4.5,4.5,4.5,4.6,5,5.6,5.4,5.4,5.1,4.9,5,5.2,5.4,5.7
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN 50 ML 008068600658,"71,380","72,078","89,907","69,276","76,975","86,852","73,061","67,282","89,829","74,505","75,086","98,462","72,178","72,109","93,565","76,282","77,393","92,026","79,213","74,100","100,092","78,616","79,026","114,977","85,843","93,085","108,170","78,789","89,335","119,056","100,031","100,840","67,118","67,192","83,867","64,394","71,790","81,354","68,486","63,686","84,589","69,891","70,387","91,310","67,052","67,412","88,011","71,668","72,754","86,717","74,924","69,379","94,149","74,119","73,995","105,231","79,287","86,785","99,043","72,653","82,914","111,398","93,468","94,005",189.91,191.56,191.43,192.11,191.47,190.64,190.5,188.65,189.63,190.36,190.49,192.56,192.22,191.01,189.84,190.07,189.96,189.5,188.79,190.72,189.84,189.4,190.71,195.11,193.34,191.54,195.03,193.65,192.4,190.85,191.11,191.56,1.2,1.3,1.4,1.4,1.4,1.4,1.4,1.3,1.4,1.4,1.5,1.6,1.6,1.6,1.6,1.6,1.6,1.5,1.5,1.5,1.5,1.6,2.2,3,3,3,3,2.8,3,3.3,3.6,3.7
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN 50 ML 008068600689,"19,262","17,132","25,635","21,176","18,062","21,514","16,968","18,307","22,755","19,156","23,029","33,616","22,859","22,676","27,703","21,540","21,841","25,689","20,724","21,069","27,104","22,462","21,160","43,121","24,751","26,285","33,230","25,699","26,440","31,907","28,122","30,036","17,449","15,324","23,000","18,207","15,754","18,796","14,924","16,159","20,251","16,914","20,246","29,386","20,001","20,094","24,636","19,254","19,425","22,884","18,179","18,451","23,978","19,624","18,258","36,736","21,191","22,643","28,835","22,572","23,556","28,987","25,308","27,408",197.12,199.64,199.03,207.69,204.72,204.39,203.03,202.31,200.65,202.24,203.12,204.28,204.09,201.52,200.81,199.77,200.78,200.46,203.57,203.91,201.86,204.4,206.96,209.61,208.57,207.3,205.79,203.31,200.44,196.56,198.42,195.69,1,1,1.1,1.1,1.2,1.2,1.2,1.2,1.3,1.3,1.4,1.6,1.5,1.5,1.5,1.5,1.4,1.5,1.5,1.6,1.5,1.5,1.7,2.3,2.2,2.3,2.2,2.2,2.3,2.4,2.5,2.7
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN 50 ML 008068602117,,,,,,,,,,,,,,,,,"6,316","24,094","12,224","14,719","25,969","25,414","26,604","43,663","26,432","28,468","38,584","28,052","28,815","38,144","29,933","29,037",,,,,,,,,,,,,,,,,"5,205","22,033","10,630","12,644","23,494","23,823","24,928","41,081","25,671","26,909","36,435","26,408","27,288","35,911","28,346","27,406",,,,,,,,,,,,,,,,,216.7,195.28,205.36,207.88,197.39,190.5,190.58,189.79,183.86,188.92,189.11,189.69,188.57,189.67,188.57,189.2,,,,,,,,,,,,,,,,,0.2,0.5,0.5,0.5,0.7,0.8,0.9,1,0.9,0.9,0.9,0.9,0.9,0.9,1,1
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN 750 ML 008068600404,,,,,,,,,,,,,,,,,,,,,,,,66,661,814,"3,157","4,469","5,667","7,093","6,464","9,357",,,,,,,,,,,,,,,,,,,,,,,,2,22,28,91,130,181,215,190,277,,,,,,,,,,,,,,,,,,,,,,,,395.09,360.49,349.19,418.48,411.23,376.29,396.19,408.09,405.27,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.1,0.1,0.1,0.1
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN 750 ML 008068600675,"2,733","2,263","3,236","2,054","1,931","3,308","2,981","2,550","3,366","2,576","2,262","2,527","1,345","1,523","2,749","1,514","1,622","2,165","2,446","2,207","3,780","3,038","2,609","2,758","2,049","1,503","2,725","4,355","2,765","3,950","3,570","2,673",162,131,189,119,107,174,168,151,200,157,132,138,71,89,161,89,88,121,136,124,231,188,165,176,130,101,174,270,165,239,207,169,203.03,207.32,206.05,207.75,215.68,227.78,212.63,203.43,202.49,197.44,206.14,219.38,226.18,204.42,204.84,204.98,222.56,214.17,216.03,214.22,196.62,193.67,189.26,187.76,189.4,178.23,187.97,193.87,201.13,198.72,207.28,190.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN 750 ML 008068600685,"565,616","547,735","635,964","472,397","459,205","571,653","454,244","451,344","597,911","515,532","618,827","888,499","556,416","548,277","624,872","479,425","473,956","575,485","458,042","445,513","560,297","466,657","512,083","803,261","507,867","501,616","758,459","661,140","632,233","713,186","505,051","518,716","38,441","37,923","43,593","32,297","31,738","40,040","30,825","30,876","40,794","35,599","43,246","62,343","37,920","37,161","42,827","33,085","32,472","39,960","31,184","29,915","37,965","31,684","34,943","55,158","33,900","33,822","51,431","44,401","41,787","48,175","33,506","35,084",176.64,173.39,175.14,175.59,173.69,171.39,176.9,175.49,175.95,173.85,171.78,171.09,176.15,177.12,175.16,173.96,175.22,172.89,176.33,178.78,177.17,176.81,175.93,174.83,179.85,178.04,177.04,178.76,181.63,177.72,180.96,177.49,13.6,13.6,13.4,12.8,12.8,12.8,12.7,12.6,13,13.8,14.9,16,13.9,13.9,13.6,13.2,13,13.1,12.8,12.4,12.5,12.9,13.5,15,13,12.7,13.7,13.6,13.2,12.5,12.1,12.6
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN 750 ML 008068601326,"24,706","26,651","36,430","23,550","22,100","30,889","25,327","28,558","29,886","24,218","27,819","49,461","21,867","20,648","28,264","18,871","17,501","23,971","18,793","16,801","19,698","16,870","16,141","38,002","15,402","12,371","15,342","12,184","16,122","16,601","10,081","7,967",748,806,"1,245",808,696,998,949,"1,544",952,770,852,"1,491",640,638,896,561,527,776,551,488,581,523,466,"1,154",447,361,440,345,447,473,289,225,396.37,396.9,351.34,349.89,381.04,371.61,320.3,222.02,377.06,377.69,391.9,398.12,409.89,388.71,378.81,403.76,398.69,370.91,409.46,413.16,407,386.9,416.13,395.35,413.26,410.85,419.02,423.93,433,421.66,419.03,425.21,0.4,0.4,0.4,0.3,0.4,0.5,0.4,0.5,0.4,0.4,0.5,0.7,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.1
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN 750 ML 008068601806,,,,,,106,39,,44,40,,,,,66,24,138,54,55,33,49,82,98,98,172,36,155,98,69,140,34,67,,,,,,5,2,,2,2,,,,,4,1,8,3,3,2,3,5,6,6,10,2,9,6,4,9,2,4,,,,,,254.2,235.93,,263.47,241.32,,,,,197,289.16,207.63,216,219.6,196.41,196.8,196.64,196.8,196.8,204.8,217.96,206.4,196.8,205.1,177.79,196.42,199.59,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN 750 ML 008068602114,,,,,,,,,,,,,,,,"3,194","86,419","381,197","533,644","502,322","654,777","542,850","558,991","903,615","541,620","519,216","863,398","874,789","923,275","1,071,009","841,317","789,803",,,,,,,,,,,,,,,,160,"5,311","25,109","34,158","32,108","42,930","36,262","37,325","60,556","35,909","34,397","57,607","58,642","60,624","71,102","55,055","52,731",,,,,,,,,,,,,,,,239.66,195.32,182.25,187.55,187.81,183.1,179.72,179.79,179.14,181.07,181.21,179.93,179.08,182.83,180.83,183.45,179.81,,,,,,,,,,,,,,,,0,0.7,5.7,9.4,9.8,10.4,11.4,11.9,13.1,11.7,11.5,12.9,14,14.2,13.8,13.9,13.5
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN 750 ML 008068602121,,,,,,,,,,,,,,,,,,,,,,,,286,177,499,"1,055","1,226",993,"1,486","1,445","1,033",,,,,,,,,,,,,,,,,,,,,,,,26,15,33,92,96,72,99,96,74,,,,,,,,,,,,,,,,,,,,,,,,131.92,141.48,181.76,137.51,152.68,165.88,179.97,181.38,167.74,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN 750 ML 008068602307,"20,660","18,685","21,966","15,953","14,787","17,205","13,753","13,468","13,969","11,674","16,541","17,453","9,080","6,989","7,940","3,378","3,807","4,625","2,916","2,055","2,848","1,297","1,226","2,086","2,262","2,796","2,826",395,547,573,165,242,950,842,974,711,689,802,646,624,637,631,869,882,482,346,366,156,172,207,129,93,127,59,54,90,148,216,204,16,26,26,8,11,261.12,266.25,270.81,269.35,257.82,257.5,255.59,259.22,263.27,222.27,228.57,237.64,226.32,242.39,260.09,259.22,266.4,268.64,271.76,265.04,269.69,264.26,273.42,277.91,183.18,155.41,166.41,295.72,252.66,259.79,247.78,262.55,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN 750 ML 008068602374,,,,,,,,,,,,,,,,,,,,,,,,"6,932","16,087","19,389","27,411","14,791","15,463","15,344","13,162","11,291",,,,,,,,,,,,,,,,,,,,,,,,480,"1,091","1,330","1,875","1,018","1,078","1,067",937,804,,,,,,,,,,,,,,,,,,,,,,,,173.38,177.04,175.01,175.5,174.42,172.18,172.56,168.67,168.59,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN 80 PRF WHT 950 ML 008068603412,25,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,235.76,,,,,235.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN 86 PRF 1000 ML 008068601808,"1,282","1,663","1,671",980,"1,507","1,729","1,734","1,136","1,862","2,704","1,301","1,901","1,056","1,016","1,911","2,268","1,534","1,757","1,840","1,428","2,277","1,721","1,685","2,036","1,396","1,586","2,572","2,479","1,023","1,775","1,754","1,686",48,63,61,38,58,63,67,52,74,102,52,74,42,40,72,95,59,67,73,55,89,66,65,76,50,58,97,99,40,69,69,66,242.85,236.42,245.97,235.16,232.52,247.06,232.12,197.47,225.32,238.26,227.1,231.09,224.55,227.24,237.4,215.57,235.73,234.92,227.72,234.31,230.47,233.34,234.44,241.07,249.51,248.07,239.7,226.18,230.51,231.21,230.3,230.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN APL 70 PRF 375 ML 008068600657,"35,066","35,789","45,358","36,647","38,992","46,426","41,520","44,910","60,821","47,710","45,600","54,327","43,580","43,672","51,522","37,260","37,097","50,619","42,646","37,206","46,926","39,656","35,175","50,024","33,960","32,982","42,706","33,518","34,637","36,540","27,007","26,516","4,017","4,248","5,200","4,308","4,437","5,303","4,746","5,074","6,891","5,350","4,974","5,932","4,848","5,045","6,019","4,276","4,208","5,647","4,864","4,144","5,220","4,475","3,942","5,612","3,862","3,697","4,684","3,759","3,867","4,103","2,880","2,798",209.35,202.06,209.18,204.01,210.72,209.95,209.78,212.27,211.64,213.87,219.83,219.63,215.57,207.57,205.28,208.96,211.42,214.95,210.27,215.29,215.6,212.5,214.01,213.74,210.89,213.94,218.65,213.82,214.81,213.55,224.89,227.24,1.2,1.1,1.1,1.1,1.2,1.1,1.5,1.7,1.8,1.7,1.6,1.5,1.4,1.4,1.4,1.3,1.2,1.3,1.3,1.3,1.3,1.4,1.3,1.4,1.3,1.3,1.3,1.2,1.3,1.2,1.1,1.1
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN APL HNY BOX 300 ML 008068600697,738,217,"4,912","4,289","3,418","2,845","1,822","1,322","1,554","1,322","1,307","1,166",537,418,481,195,160,146,157,84,56,42,,42,21,21,21,14,,3,7,7,121,31,713,622,566,447,272,192,226,191,190,168,77,60,72,28,23,21,31,12,8,6,,6,3,3,3,2,,1,1,1,182.59,210.61,206.89,207.05,181.35,191.12,201.12,206.68,206.44,207.79,206.53,208.45,209.32,209.31,200.63,209.4,209.28,209.4,152.16,209.1,209.62,209.1,,209.1,209.1,209.1,209.1,208.06,,90.3,211.21,211.21,0,0,0.4,0.4,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN ASRTD 4 YR 750 ML 008068600140,"2,774,493","2,857,107","3,362,087","2,646,624","2,648,647","3,291,316","2,659,904","2,750,017","3,424,692","2,896,364","3,238,267","4,463,216","2,933,638","3,047,967","3,482,107","2,803,156","2,818,563","3,370,437","2,746,360","2,573,954","3,256,380","2,751,951","2,898,251","4,414,506","2,813,989","2,776,284","4,002,011","3,315,547","3,013,553","3,245,907","2,535,053","2,642,155","192,719","202,975","234,864","186,484","188,629","233,513","187,542","197,405","242,177","208,681","235,784","327,831","208,199","216,172","247,855","204,370","201,837","238,523","194,554","178,394","223,876","189,849","205,304","317,325","196,315","192,989","281,656","234,248","215,487","230,530","178,363","189,479",172.83,168.98,171.85,170.38,168.57,169.21,170.26,167.24,169.76,166.62,164.88,163.44,169.15,169.27,168.66,164.66,167.64,169.63,169.46,173.21,174.62,174.02,169.47,167.01,172.08,172.7,170.58,169.92,167.89,169.03,170.62,167.4,22.9,23.1,22.9,22.8,23,22.9,22.8,22.9,23.1,23.3,23.6,23.9,23.4,23.7,23.4,23.2,23.5,23.3,23.2,22.8,22.9,23.2,23.3,24.1,23.3,23.3,23.5,23.7,23.2,22.8,23.1,23.5
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN ASRTD 80 PRF 750 ML 008068602320,,,,,,,,"1,106","27,814","36,479","46,344","28,605","6,686","7,212","5,250","2,155","4,981","8,590","11,859","10,232","17,820","13,554","21,417","14,598","6,030","7,023","17,008","12,884","5,613","15,799","15,171","16,967",,,,,,,,90,"2,413","2,933","3,964","2,866",616,677,515,243,453,630,862,748,"1,263",930,"1,747","1,000",393,455,"1,075",847,377,"1,028",961,"1,070",,,,,,,,147.49,138.39,149.33,140.35,119.84,130.22,127.82,122.47,106.62,132.06,163.65,165.11,164.23,169.32,174.93,147.16,175.18,184.15,185.49,189.95,182.68,178.89,184.5,189.43,190.44,,,,,,,,0,0.2,0.3,0.4,0.3,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN ASRTD 80 PRF 750 ML 008068602323,,,,,,,,"1,255","6,234","4,637","2,974","3,381","2,974","2,419","2,881","1,127",258,853,"2,179","2,543","2,042","1,477","1,785","1,351",834,167,354,293,271,727,"1,773","1,221",,,,,,,,90,436,325,214,243,210,169,204,66,17,59,148,170,141,99,120,91,55,11,24,20,18,51,125,89,,,,,,,,167.41,171.74,171.48,167.14,166.95,170.05,171.97,169.42,205.06,178.58,174.94,176.65,179.16,174.3,179.7,178.16,177.34,182.59,182.19,177.43,175.13,182.06,172.44,170.7,165.19,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN ASRTD 86 PRF 750 ML 008068600402,,,,,,,,"2,171","93,725","139,169","160,347","207,265","104,982","88,360","101,794","86,209","78,524","71,757","41,551","33,919","62,330","35,070","39,053","58,704","22,734","31,203","30,873","18,207","21,840","35,622","25,829","22,610",,,,,,,,129,"6,005","9,002","10,233","13,521","7,121","5,849","6,681","6,418","5,790","5,213","2,921","2,268","4,454","2,340","2,494","3,644","1,500","2,335","2,230","1,147","1,389","2,312","1,657","1,368",,,,,,,,201.84,187.38,185.59,188.12,184.02,176.98,181.37,182.91,161.26,162.82,165.25,170.76,179.55,168,179.93,187.98,193.4,181.94,160.41,166.17,190.62,188.69,184.94,187.1,198.43,,,,,,,,0,1.3,2.5,2.9,3,2.1,1.8,1.5,1.2,1.1,0.8,0.6,0.6,0.6,0.5,0.6,0.7,0.5,0.4,0.4,0.3,0.3,0.4,0.4,0.4
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN ASRTD 86 PRF 750 ML 008068601809,"205,688","212,557","236,821","184,155","196,242","255,260","188,626","189,304","243,961","233,065","263,072","399,389","227,453","246,927","256,665","199,787","204,972","257,893","206,525","187,369","240,914","205,811","224,753","391,452","239,863","233,315","349,857","287,775","299,986","336,602","234,623","227,871","10,046","10,228","11,435","8,813","9,718","12,932","9,165","9,297","12,015","11,933","13,526","20,518","11,337","11,894","12,697","9,785","10,149","13,011","10,183","9,100","11,840","10,207","11,131","19,639","12,055","11,522","17,159","14,345","14,905","16,949","11,567","11,368",245.8,249.48,248.62,250.86,242.43,236.96,247.06,244.43,243.75,234.47,233.49,233.68,240.86,249.22,242.67,245.11,242.44,237.96,243.48,247.18,244.26,242.05,242.4,239.28,238.87,243.1,244.77,240.83,241.61,238.41,243.51,240.64,3.9,3.8,3.7,3.7,4,4.1,4,4,4.2,4.7,5.2,5.7,4.7,4.8,4.5,4.4,4.4,4.5,4.5,4.3,4.4,4.5,4.8,5.8,4.9,5,5.3,5.3,5.3,5.2,4.7,4.7
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN ASRTD APL 750 ML 008068600655,"839,081","812,401","955,758","747,896","737,297","945,730","784,055","746,572","976,894","833,168","958,166","1,282,216","840,350","791,862","924,751","726,231","711,784","879,850","727,483","669,644","877,091","780,486","816,947","1,256,788","764,965","716,606","1,131,181","1,018,804","958,836","1,026,791","769,618","762,743","56,579","55,606","64,576","50,760","50,332","64,669","52,940","50,849","65,635","56,729","66,094","88,575","56,508","53,302","62,523","49,540","48,419","59,540","49,282","44,624","58,301","51,928","55,579","86,463","51,351","48,405","76,963","69,096","64,119","69,695","51,858","52,107",178.03,175.39,177.68,176.88,175.86,175.56,177.8,176.26,178.68,176.31,174.04,173.78,178.53,178.35,177.56,175.98,176.48,177.4,177.21,180.15,180.6,180.43,176.46,174.5,178.83,177.72,176.44,177.01,179.52,176.86,178.16,175.73,15.8,15.7,15.5,15.4,15.2,15.6,15.5,15.4,15.7,16.3,17.1,17.6,15.8,15.7,15.6,15.4,15.2,15.6,15.7,15,15.6,16.6,16.9,18.2,15.7,15.6,17.2,17.5,16.9,16.2,15.6,15.6
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN DSTL SRS 7 YR 750 ML 008068603701,11,23,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,138.19,137.37,,,,138.19,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN GNN MPL 1000 ML 008068600619,"1,364","1,950","2,075","1,090","1,752","1,293","2,095","2,316","1,790","1,952","2,294","3,858","1,565","1,769","2,288","1,931","1,255","2,745","2,319","2,178","2,689","1,794","1,663","2,257","1,153",997,"1,699",895,"1,503",340,576,691,61,85,91,50,78,65,91,120,80,85,100,176,72,80,104,86,62,128,108,98,131,87,75,108,54,45,78,38,59,16,22,28,201.56,205.72,206.19,197.91,202.89,178.79,206.61,173.13,200.36,206.97,206.43,197.52,196.63,199.81,198.09,201.16,181.06,193.11,192.74,199.44,185.06,186.58,198.39,188.61,192.54,199.49,197.1,214.24,227.5,190.97,233.39,222,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN GNN MPL 1750 ML 008068600632,"3,621","3,875","7,738","5,033","2,545","3,248",569,658,273,57,311,148,171,182,39,,23,137,57,71,74,208,195,660,201,,,,,,,,162,195,558,362,163,216,36,44,17,4,21,10,15,11,2,,1,5,2,4,2,7,7,23,7,,,,,,,,115.18,102.21,71.34,71.52,80.32,77.5,80.51,76.6,82.61,73.11,75.82,75.24,57.47,85,101.08,,118.04,140.84,146.53,91.47,189.72,152.76,143.36,147.62,146.65,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY AMERICAN,SUNTORY LTD.,JIM BEAM,JIM BEAM,JIM BM KY STRG BRBN HNY 70 PRF 1000 ML 008068600607,"10,778","13,034","14,947","8,787","8,802","15,654","9,272","10,172","12,348","10,411","15,308","16,296","8,776","9,739","12,140","7,089","9,552","10,748","10,165","8,440","11,350","9,161","9,057","15,985","10,490","10,622","14,099","11,963","12,113","13,694","10,385","10,860",492,567,652,406,403,703,419,471,562,465,673,747,406,441,553,325,430,494,465,388,567,440,420,727,468,462,648,540,543,613,460,483,197.24,206.88,206.22,195,196.51,200.51,199.38,194.24,197.89,201.36,204.67,196.3,194.75,198.64,197.44,196.13,200.11,196.02,196.89,195.55,180.2,187.3,194.21,197.97,201.63,206.96,195.87,199.35,200.93,201.02,203.25,202.21,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3
