,,,,,,,,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,LUXCO,JUAREZ,JUAREZ,JRZ SLVR TQL 80 PRF PLST 1750 ML 008835212019,14,58,73,15,43,60,45,15,60,15,15,45,45,29,15,45,29,30,164,49,62,128,60,17,14,17,16,48,126,178,141,81,1,4,5,1,3,4,3,1,4,1,1,3,3,2,1,3,2,2,10,3,4,8,4,1,1,1,1,3,8,11,9,5,72.11,74.5,75.05,77.27,73.71,77.07,77.14,77.27,77.07,77.27,77.27,77.14,77.14,75.78,77.27,77.14,75.78,77.07,84.31,84,79.64,82.26,77.07,87.58,74.69,87.58,85,83.14,81.3,83.2,80.52,83.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,LUXCO,JUAREZ,JUAREZ,JRZ SLVR TQL 80 PRF PLST 50 ML 008835210041,,,,,,,,,,,26,192,74,95,105,113,151,124,142,216,204,128,131,165,149,78,120,53,122,192,209,140,,,,,,,,,,,26,194,75,96,106,114,153,125,143,218,206,129,132,167,150,79,121,54,123,189,202,140,,,,,,,,,,,176.3,176.78,176.79,176.88,176.87,176.9,176.74,176.79,176.74,176.76,176.72,176.88,176.83,176.82,176.79,176.95,176.68,177.02,176.73,181.01,184.74,178.99,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,LUXCO,JUAREZ,JUAREZ,JRZ WHT TQL 80 PRF 1000 ML 008835210022,"9,246","13,310","16,215","14,045","19,007","22,263","17,333","13,415","16,058","10,437","13,224","16,438","13,059","13,583","18,183","14,255","16,865","23,384","18,702","15,147","20,082","12,277","11,559","16,750","11,781","12,523","18,457","15,690","20,654","26,318","19,902","18,152",788,"1,064","1,263","1,067","1,477","1,683","1,287","1,000","1,253",801,987,"1,275",944,"1,060","1,400","1,104","1,311","1,854","1,442","1,202","1,658",954,924,"1,305",933,"1,128","1,441","1,136","1,530","2,026","1,484","1,394",105.59,112.63,115.58,118.45,115.79,119.08,121.24,120.73,115.33,117.32,120.64,116.08,124.58,115.33,116.93,116.19,115.77,113.56,116.72,113.46,109.04,115.82,112.65,115.53,113.6,99.92,115.3,124.32,121.54,116.93,120.74,117.22,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.3,0.3,0.4,0.4,0.3,0.3
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,LUXCO,JUAREZ,JUAREZ,JRZ WHT TQL 80 PRF 1750 ML 008835210021,"6,353","5,829","10,392","6,776","11,141","11,070","12,414","8,674","9,800","7,472","6,256","10,131","7,649","8,012","11,029","7,905","11,342","12,441","11,380","8,892","9,996","6,845","6,496","8,582","5,894","6,011","13,842","14,636","15,222","20,800","11,329","16,957",290,246,453,276,442,437,493,343,390,286,236,384,287,301,424,303,433,480,430,339,379,259,240,319,222,225,547,592,626,838,468,683,112.78,121.9,117.95,126.22,129.69,130.24,129.52,130.17,129.42,134.33,136.19,135.64,136.91,137.14,133.85,134.08,134.79,133.4,136.28,134.86,135.55,135.98,139.16,138.54,136.66,137.26,130.26,127.16,125.02,127.75,124.52,127.79,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,LUXCO,JUAREZ,JUAREZ,JRZ WHT TQL 80 PRF 200 ML 008835210025,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.46,,242.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,LUXCO,JUAREZ,JUAREZ,JRZ WHT TQL 80 PRF 375 ML 008835210024,41,81,81,33,40,41,40,18,64,9,17,25,49,34,38,14,21,18,26,,9,8,34,16,8,8,32,24,8,,,16,5,10,10,4,5,5,5,2,8,1,2,3,6,4,5,2,3,2,3,,1,1,4,2,1,1,4,3,1,,,2,196.89,194.48,194.48,198.56,191.15,197.33,191.15,207.53,191.38,218.81,206.99,201.36,196.56,205.75,182.54,168.43,167.76,221.45,210.96,,218.81,190.24,205.75,192.53,190.24,190.24,191.38,191.76,190.24,,,192.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,LUXCO,LA PRIMA,LA PRIMA,LA PRM TQL 80 PRF 750 ML 008681652014,"2,389","2,488","3,439","2,910","4,605","4,600","4,876","3,111","3,971","2,732","2,339","2,592","2,397","1,904","2,697","2,124","2,695","2,799","2,652","1,233",706,170,176,194,148,920,570,452,569,186,248,605,257,232,316,267,423,422,448,286,365,251,215,238,220,175,248,195,247,257,244,113,83,20,25,27,21,132,80,57,81,27,36,88,111.52,128.66,130.74,130.73,130.73,130.73,130.73,130.73,130.73,130.73,130.73,130.74,130.74,130.73,130.73,130.73,130.74,130.73,130.73,130.74,102.05,102.11,84.5,86.16,84.9,83.68,85.6,95.26,84.38,82.6,82.59,82.6,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,LUXCO,LA PRIMA,LA PRIMA,LA PRM TQL 80 PRF PLST 1750 ML 008681652012,"17,386","18,939","26,620","19,307","30,946","31,335","27,671","21,886","30,861","19,483","19,430","22,732","16,250","17,816","22,711","17,653","21,938","26,213","24,653","25,595","25,760","19,221","16,531","24,502","16,214","17,205","30,406","26,897","35,791","37,960","28,850","24,352",916,863,"1,184",858,"1,376","1,393","1,230",973,"1,372",866,864,"1,011",723,792,"1,010",785,994,"1,191","1,121","1,164","1,171",874,752,"1,114",737,765,"1,343","1,189","1,616","1,726","1,312","1,074",97.69,112.93,115.69,115.69,115.69,115.69,115.69,115.69,115.69,115.69,115.69,115.69,115.69,115.69,115.69,115.69,113.57,113.19,113.12,113.12,113.12,113.12,113.12,113.12,113.12,115.67,116.45,116.34,113.95,113.12,113.12,116.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.3
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,LUXCO,LA SALLE,LA SALLE,LA SL WHT TQL 42 PRF 750 ML 008681647414,38,47,77,14,257,401,44,45,95,109,28,151,21,243,139,14,63,56,125,41,144,16,,42,42,39,257,170,109,,37,85,6,7,12,2,38,62,7,7,13,15,4,21,3,35,20,2,9,8,17,6,20,2,,6,6,6,37,24,15,,5,13,75.56,80.36,80.5,83.71,81.06,77.58,75.8,77.65,84.8,84.72,83.96,84.98,81.94,84.42,85.14,83.71,86.01,85.41,85.65,77.93,85.38,95.69,,77.88,77.88,83.85,83.18,84.65,86.73,,89.81,78.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,LUXCO,LA SALLE,LA SALLE,LA SL WHT TQL 80 PRF 1000 ML 008681652013,"11,007","12,017","14,919","13,762","18,271","21,043","16,022","14,435","15,140","10,699","9,101","9,894","8,407","8,052","11,878","8,705","13,448","14,743","14,768","11,477","14,004","8,988","8,855","12,352","10,541","10,242","15,061","14,288","21,346","19,773","16,719","13,336",975,974,"1,160","1,066","1,398","1,610","1,219","1,108","1,175",823,673,738,635,597,896,655,"1,030","1,130","1,134",883,"1,077",694,680,946,811,757,"1,092","1,035","1,554","1,443","1,228",980,101.62,111.08,115.8,116.19,117.64,117.63,118.35,117.32,116,117.02,121.81,120.61,119.11,121.3,119.33,119.65,117.56,117.44,117.2,117.02,117.04,116.55,117.16,117.53,117.02,121.85,124.13,124.24,123.66,123.37,122.51,122.53,0.2,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.4,0.3
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,LVMH MOET-HENNESSY LOUIS VUITTON,VOLCAN DE MI TIERRA,VOLCAN DE MI TIERRA,VLCN DE MI TR BLNC TQL 750 ML 008175382941,,,,,,931,678,"1,124",608,,,656,,737,40,"1,354",,40,747,87,746,,"1,151",40,,580,85,105,110,"3,174","1,746","3,022",,,,,,19,17,35,18,,,19,,21,1,40,,1,15,2,16,,19,1,,13,2,3,3,62,43,75,,,,,,599.53,468.2,387.73,408.15,,,416.25,,414.69,481.81,409.82,,481.81,599.8,520.84,559.06,,720.03,481.81,,535.43,506.47,419.88,439.88,610.56,481.99,483.9,,,,,,0,0,0,0,,,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MAGAVE TEQUILA INC,UNO MAS,UNO MAS,UNO MAS BLNC TQL 80 PRF 750 ML 079357381446,"3,427","4,207","6,135","5,790","7,902","6,153","1,733","2,434",682,152,459,780,49,341,163,57,,65,32,67,,473,752,44,198,188,255,266,"1,210",505,,,188,211,341,325,420,290,78,117,29,5,18,32,2,14,6,2,,2,1,3,,21,35,2,9,9,11,11,56,23,,,218.92,239.21,215.81,213.81,225.7,254.99,265.75,248.85,284.63,364.39,309.85,296.65,291.74,285.97,326.16,340.48,,389.1,391.45,267.88,,277.15,257.82,263.35,272.87,258.4,282.88,294.52,260.23,257.83,,,0.1,0.1,0.1,0.1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MC CORMICK DISTILLING COMPANY,HUSSONG'S,HUSSONG'S,HSNG SLVR TQL 80 PRF CRMC 750 ML 008559216115,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,272,196,70,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,5,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.61,466.43,469.9,419.04,390.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MC CORMICK DISTILLING COMPANY,MCCORMICK,MCCORMICK,MCRM SLVR TQL 42 PRF 750 ML 008559211514,"8,779","8,749","11,398","9,214","14,646","15,890","14,132","10,904","12,966","10,164","9,420","12,439","10,600","9,557","12,424","9,790","13,518","16,810","14,031","9,616","10,369","7,959","8,400","12,644","9,211","8,804","12,216","11,211","11,813","9,719","6,968","5,262","1,462","1,396","1,793","1,610","2,551","2,764","2,340","1,777","1,947","1,467","1,358","1,789","1,573","1,513","1,930","1,522","2,132","2,598","2,169","1,389","1,481","1,138","1,205","1,814","1,319","1,255","1,763","1,599","1,686","1,414","1,008",756,72.06,75.24,76.33,68.72,68.93,69.03,72.5,73.65,79.95,83.19,83.26,83.46,80.9,75.84,77.27,77.24,76.1,77.69,77.67,83.13,84.08,83.96,83.66,83.66,83.87,84.23,83.19,84.17,84.09,82.51,83,83.51,0.9,0.9,0.9,1,1.2,1.1,1.1,1,1,0.8,0.9,0.9,0.9,0.9,0.9,0.9,1.1,1.1,1.2,0.8,0.7,0.8,0.8,1,0.9,0.9,0.9,0.9,0.8,0.7,0.6,0.5
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MC CORMICK DISTILLING COMPANY,MCCORMICK,MCCORMICK,MCRM WHT TQL 80 PRF 1000 ML 008559210493,"1,815","1,725","2,077","3,167","3,344","4,090","3,406","3,664","3,920","3,345","2,116","3,991","4,140","2,881","2,466","1,483","2,008","1,732","1,015","1,270","2,053",908,"1,433","2,463",753,836,"1,895",929,"2,224","5,794","4,250","6,295",320,326,237,305,311,388,343,323,343,293,178,347,360,233,179,112,141,125,73,87,144,64,99,169,55,60,132,66,172,459,334,485,50.99,47.6,78.78,93.32,96.74,94.94,89.39,102.17,103,102.59,106.9,103.4,103.42,111.29,124.11,118.85,128.05,124.83,124.76,131.36,127.97,127.82,130,131.02,123.76,126.37,129.21,127.32,116.32,113.71,114.51,116.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MC CORMICK DISTILLING COMPANY,MCCORMICK,MCCORMICK,MCRM WHT TQL 80 PRF 1750 ML 008559210491,154,730,283,110,215,479,998,418,398,574,582,508,478,501,"1,221",921,"1,174","1,141",790,359,604,618,502,642,339,488,945,"1,097",596,773,"1,220",808,7,31,13,5,10,21,42,17,16,24,24,21,20,21,51,39,50,48,34,16,26,28,22,27,15,21,39,47,26,33,51,34,113.1,121.09,112.18,113.12,110.65,117.5,121.46,123.39,124.5,124.16,123.52,123.3,123.52,122.56,123.15,120.79,121.39,122.49,120.72,118.28,119.63,113.65,118.52,122.65,119.54,119.71,124.19,120.87,118.73,120.24,123.5,121.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MC CORMICK DISTILLING COMPANY,PANCHO VILLA,PANCHO VILLA,PNCH VL SLVR TQL 80 PRF 1000 ML 008559220053,,,230,,80,158,78,,80,,80,,161,79,156,308,76,,102,99,99,,,,198,202,,187,550,"1,383",,522,,,25,,9,17,8,,9,,9,,17,8,17,33,8,,8,8,8,,,,16,16,,14,40,100,,41,,,84.33,,84.35,84.33,84.3,,84.38,,84.35,,84.35,84.3,84.34,84.35,84.38,,112.22,112.22,112.3,,,,112.26,112.22,,120.3,122.66,124.05,,114.56,,,0,,0,0,0,,0,,0,,0,0,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MC CORMICK DISTILLING COMPANY,PANCHO VILLA,PANCHO VILLA,PNCH VL SLVR TQL 80 PRF 750 ML 008559220054,689,488,615,566,"1,451",403,"3,053","1,267",938,"1,182",630,291,"1,023",888,936,467,"1,421","2,188","2,557","1,241","1,642",979,909,"1,251",865,701,"2,145","2,178","1,707","1,496","1,320","1,402",64,44,45,52,101,36,244,105,87,109,55,23,77,58,72,36,111,165,192,100,132,86,70,98,66,54,159,161,137,112,101,115,129.88,131.81,162.45,130.97,172.8,133.24,150.47,144.95,129.27,130.35,137.72,154.78,158.67,182.56,155.85,154.82,154.13,159.61,159.82,148.44,149.63,137.14,155.82,153.67,157.82,155.81,161.66,162.29,149.91,159.8,157.47,146.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MC CORMICK DISTILLING COMPANY,PANCHO VILLA,PANCHO VILLA,PNCH VL SLVR TQL 80 PRF PLST 1750 ML 008559220051,51,546,,,307,20,,83,269,820,330,317,96,,48,,120,24,48,72,120,72,49,193,25,193,224,439,399,225,50,76,2,25,,,16,1,,4,14,35,16,13,4,,2,,5,1,2,3,5,3,2,8,1,8,9,17,16,9,2,3,132.19,111.37,,,101.03,103.04,,106.63,101.92,121.36,107.54,127.72,123.34,,123.34,,123.41,123.66,123.34,123.45,123.41,123.45,125.91,128.48,128.81,128.48,130.75,135.54,131.08,130.82,128.45,128.56,0,0,,,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MC CORMICK DISTILLING COMPANY,RIO GRANDE,RIO GRANDE,RIO GRN SLVR TQL 80 PRF PLST 1750 ML 008559244782,182,78,26,13,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.81,80.63,66.79,66.96,66.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MC CORMICK DISTILLING COMPANY,RIO GRANDE,RIO GRANDE,RIO GRN WHT TQL 80 PRF 1000 ML 008559244783,584,"1,284","2,221","1,539","1,674","2,135","2,731","1,568","2,244","1,777","1,719","1,114","1,370",654,"1,348",157,887,"1,098","1,871","1,084",365,794,114,551,"1,071",267,996,"2,477","2,241","2,734","2,754","1,567",49,108,186,129,140,179,229,132,188,149,128,80,99,46,95,11,65,78,136,78,27,58,8,39,77,19,70,174,157,194,194,111,107.29,107.29,107.29,107.29,107.29,107.29,107.29,107.29,107.29,107.29,121.31,124.66,124.67,127.95,128.17,128.18,123.74,126.35,123.44,124.52,122.81,123.24,128.14,128.18,125.96,128.19,128.18,128.17,128.1,127.14,127.83,126.98,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MC CORMICK DISTILLING COMPANY,TARANTULA,TARANTULA,TRNT PLT TQL 80 PRF 750 ML 008559213015,,,,,,17,213,314,322,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,1,21,31,31,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,210.72,121.67,121.5,124.6,,,,,,,,,144.58,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MC CORMICK DISTILLING COMPANY,TARANTULA,TARANTULA,TRNT TQL 80 PRF 750 ML 008559214655,464,309,168,351,169,339,130,27,342,13,525,,339,281,270,146,146,,,,,14,,14,,,,,18,16,154,,30,20,11,23,11,22,6,2,21,1,34,,21,15,17,6,6,,,,,1,,1,,,,,1,1,7,,183.43,183.47,183.06,181.65,183.12,183.28,239.81,159.28,197.97,156.63,183.24,,192.85,229.65,194.25,275.79,275.79,,,,,162.65,,162.65,,,,,216.75,198.68,267.52,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,,0,,0,,,,,0,0,0,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MEJOR TEQUILA COMPANY,MEJOR,MEJOR,MJR TQL 80 PRF 750 ML 071812298690,,,747,,741,,,727,,,,,,,,,701,,,,,,,,,780,,,,,,,,,19,,19,,,18,,,,,,,,,18,,,,,,,,,20,,,,,,,,,480.14,,479.93,,,479.93,,,,,,,,,480.21,,,,,,,,,480.13,,,,,,,,,0,,0,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MEXCOR INC,AGAVALES,AGAVALES,AGVL BLNC TQL 80 PRF 1000 ML 000901601424,45,90,219,99,191,132,92,56,44,142,42,42,14,46,142,76,30,,32,30,30,,14,,44,,124,30,236,112,32,32,3,6,15,6,13,9,6,4,3,10,3,3,1,3,10,5,2,,2,2,2,,1,,3,,8,2,15,7,2,2,135.05,134.84,131.28,148.34,132.18,131.91,137.84,126.04,132.04,127.72,126.04,126.04,126.04,138.05,127.72,136.6,135.05,,144.05,135.05,135.05,,126.04,,132.04,,139.39,135.05,141.48,143.87,143.36,143.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MEXCOR INC,AGAVALES,AGAVALES,AGVL BLNC TQL 80 PRF 750 ML 000901601425,,,16,96,,,,597,375,110,776,459,236,831,524,838,241,"1,751",514,625,437,42,569,745,597,516,325,452,"1,064",523,183,398,,,1,7,,,,33,21,6,39,23,12,42,26,42,12,88,26,32,22,2,28,38,30,26,16,23,54,26,10,20,,,191.79,167.93,,,,215.22,216.01,215.88,239.04,239.96,237.03,240.13,239.01,240,239.96,239.14,237.67,236.49,240.48,251.26,240.37,238.01,239.98,238.6,237.75,240.49,238.63,238.6,228.66,239.95,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MEXCOR INC,AGAVALES,AGAVALES,AGVL BLNC TQL 80 PRF PLST 1750 ML 000901601423,85,150,120,171,219,642,42,122,75,,70,70,105,175,105,210,140,245,245,105,35,315,140,175,140,70,315,420,385,315,315,140,3,5,4,8,7,24,3,7,3,,2,2,3,5,3,6,4,7,7,3,1,9,4,5,4,2,9,12,11,9,9,4,145.71,154.22,154.14,110.21,160.82,137.61,72.85,89.95,128.59,,179.85,179.85,180,179.94,180,180,179.85,179.91,179.91,180,180.31,179.9,179.85,179.94,179.85,179.85,179.9,179.92,179.97,179.9,179.9,179.85,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MEXCOR INC,HIJOS DE VILLA,HIJOS DE VILLA,HJS DE VL BLNC TQL 80 PRF 200 ML 750139826039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,520.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MEXCOR INC,HIJOS DE VILLA,HIJOS DE VILLA,HJS DE VL BLNC TQL 80 PRF CRDB 200 ML 000901601472,"2,657",654,652,,,345,340,,378,30,94,34,30,30,60,36,36,36,30,30,,,30,120,30,,106,38,60,27,394,,82,20,20,,,11,10,,12,1,3,1,1,1,2,1,1,1,1,1,,,1,4,1,,3,1,2,1,11,,"1,460.83","1,464.14","1,462.33",,,"1,460.23","1,464.40",,"1,469.37","1,363.18","1,402.54","1,545.00","1,363.18","1,363.18","1,363.18","1,635.91","1,635.91","1,635.91","1,363.18","1,363.18",,,"1,363.18","1,347.87","1,363.18",,"1,581.64","1,726.82","1,363.18","1,226.82","1,669.25",,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MEXCOR INC,LA CAVA DE LOS MORALES,LA CAVA DE LOS MORALES,LA CV DE LOS MRL BLNC TQL 80 PRF 1000 ML 000901601656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MEXCOR INC,SKELETO,SKELETO,SKLT BLNC TQL 750 ML 750302006600,200,50,100,50,200,200,,,,150,150,50,,,,105,105,,,,50,55,,,,50,,100,,,,,4,1,2,1,4,4,,,,3,3,1,,,,2,2,,,,1,1,,,,1,,2,,,,,600.48,602.29,598.68,602.29,600.48,600.48,,,,599.88,599.88,602.29,,,,628.62,628.62,,,,602.29,662.53,,,,602.29,,598.68,,,,,0,0,0,0,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,0,,0,,,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MEZ CAL IMPORTS,ROCK 'N ROLL,ROCK 'N ROLL,RCK N RL SLVR TQL 80 PRF 800 ML 085968200600,"1,086",371,579,255,174,318,344,329,416,385,304,918,299,233,407,290,255,427,180,106,82,,213,84,,,,46,46,37,,46,25,9,13,6,4,7,8,9,9,10,9,31,9,7,13,9,8,16,7,3,3,,5,2,,,,1,1,1,,1,488.36,464.33,500.46,477.66,490.03,510.74,483.69,411.51,519.8,432.87,380.15,333.07,373.44,374.16,351.79,362.68,359.28,300.27,288.84,396.52,308.69,,479.26,474.27,,,,511.69,511.69,414.49,,511.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MILE HIGH SPIRITS LLC,CUIDADO,CUIDADO,CDD BLNC TQL 80 PRF 750 ML 085763300426,,,360,,"1,427",712,,361,715,,,,,356,,,"1,031",317,,,,,340,,348,,,348,348,681,,,,,14,,55,27,,14,28,,,,,14,,,40,12,,,,,13,,13,,,13,13,25,,,,,311.93,,311.99,311.97,,312.02,312.06,,,,,311.88,,,311.96,312.03,,,,,323.93,,323.98,,,323.98,323.98,323.96,,,,,0,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,0,,,0,0,0,,
