,,,,,,,,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MILESTONE BRANDS LLC,DULCE VIDA,DULCE VIDA,DLC VD BLNC TQL 100 PRF 50 ML 089843200209,,,38,10,30,28,18,30,64,,6,4,4,52,175,523,223,409,263,56,131,52,52,,,52,52,,480,392,652,280,,,19,5,15,14,9,15,32,,3,2,2,21,71,88,62,165,109,16,53,14,14,,,14,14,,144,116,182,78,,,356.7,355.36,355.36,357.18,358.2,355.36,355.75,,351.18,361.82,361.82,443.94,439.3,"1,060.16",640.42,443.16,431.02,607.9,444.82,641.32,640.88,,,639.11,639.11,,596.16,604.8,640.98,640.53,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MILESTONE BRANDS LLC,DULCE VIDA,DULCE VIDA,DLC VD BLNC TQL 100 PRF 750 ML 089843200201,192,26,191,131,29,,,,,,,,,,,,17,,,,,,,,184,243,878,"1,052","1,485","1,667","1,116",807,13,1,7,6,1,,,,,,,,,,,,1,,,,,,,,5,7,25,30,42,50,32,23,177.12,313.13,327.55,262.44,346.63,,,,,,,,,,,,210.72,,,,,,,,441.37,416.52,421.44,420.86,424.27,400.15,418.56,421.07,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MILESTONE BRANDS LLC,DULCE VIDA,DULCE VIDA,DLC VD BLNC TQL 80 PRF 750 ML 089843200200,"27,317","24,211","40,675","32,852","52,779","74,874","65,720","46,278","47,510","30,840","36,968","46,624","30,852","32,967","46,742","36,557","54,326","75,634","62,541","48,216","83,428","51,552","55,593","77,647","52,525","66,751","93,113","101,212","195,345","193,699","153,495","147,492","1,075",872,"1,579","1,226","2,265","3,218","2,959","2,077","1,952","1,260","1,640","1,957","1,264","1,258","1,954","1,466","2,180","2,987","2,508","1,873","3,618","2,129","2,244","3,238","2,132","2,913","3,745","3,951","8,255","7,725","5,890","5,705",305.05,333.15,309.17,321.72,279.76,279.3,266.64,267.54,292.22,293.93,270.65,285.94,292.95,314.52,287.22,299.42,299.22,303.94,299.34,309.08,276.86,290.65,297.41,287.88,295.77,275.11,298.46,307.51,284.08,301.01,312.87,310.39,0.5,0.4,0.6,0.6,1,1,1,0.7,0.6,0.6,0.7,0.7,0.6,0.6,0.7,0.7,1,1.1,1.1,1,1.2,1,1,1.2,1,1.1,1.3,1.6,2.4,2.1,2.1,2.1
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MOLINA ENTERPRISES INC,DOS ARTES,DOS ARTES,DOS ART TQL 1000 ML 085834900192,,"7,959","22,431","3,889","17,488","14,225","3,197","1,025","6,347","6,491","23,186","7,175","3,042","8,693","5,132","4,407",463,"2,497","5,517","3,056","4,774","1,114","1,435","6,912","1,265","3,059","4,901","4,257","12,573","25,976","5,725","5,546",,81,245,40,182,146,33,11,65,67,237,75,31,89,53,45,5,26,60,32,52,12,16,73,14,32,51,44,141,285,61,61,,881.95,825.22,882.52,863.28,879.12,878.5,838.4,876.54,870.42,879.08,866.09,878.85,881.24,878.5,878.71,832.21,871.37,834.46,858.3,823.33,835.91,807.29,850.4,813.75,861.87,856.61,861.15,800.55,819.5,844.7,818.34,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MOMENTUM BRANDS INTERNATIONAL LLC,REPUBLIC TEQUILA,REPUBLIC TEQUILA,RPBL TQL PLT 80 PRF 750 ML 089971700201,,,193,,23,,46,23,,23,,,,,,,,,,,,,,,,,,,,5,,,,,8,,1,,2,1,,1,,,,,,,,,,,,,,,,,,,,5,,,,,289.67,,276.99,,275.33,276.99,,276.99,,,,,,,,,,,,,,,,,,,,11.87,,,,,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MOMENTUM BRANDS INTERNATIONAL LLC,REPUBLIC TEQUILA,REPUBLIC TEQUILA,RPBL TQL PLT 80 PRF 750 ML 089971700204,,,,,,,,,,,,,,,,,,,,,35,,32,65,,35,,,,,,43,,,,,,,,,,,,,,,,,,,,,1,,1,2,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,421.57,,390.96,388.62,,421.57,,,,,,523.98,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,,,,,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MUERTO SPIRITS,MUERTO,MUERTO,MRT PLT TQL 80 PRF 750 ML 066318800063,,,,,,,,"1,589",,,,,,,,,,,,,,,,,,"1,119","1,020",,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,31,31,,,,,,,,,,,,,624.04,,,,,,,,,,,,,,,,,,431.99,388.85,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,MURAL SPIRITS INC,HONOR DEL CASTILLO,HONOR DEL CASTILLO,HNR DEL CST BLNC TQL 750 ML 063579713711,659,,,63,63,,,,,40,,40,596,,682,,,634,,606,40,607,,,"1,203",600,,611,,611,611,,13,,,1,1,,,,,1,,1,12,,14,,,13,,12,1,12,,,24,12,,12,,12,12,,596.26,,,758.92,758.92,,,,,481.81,,481.81,599.98,,600.14,,,600.16,,600.38,481.81,600.28,,,600.18,599.88,,600.08,,600.08,600.08,,0,,,0,0,,,,,0,,0,0,,0,,,0,,0,0,0,,,0,0,,0,,0,0,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,NORMAN WILLIAMS COMPANY,OAXACA,OAXACA,OAXC LGHT TQL 80 PRF 1750 ML 007176630003,698,584,925,873,647,791,737,582,753,706,782,824,613,728,"1,085",813,747,422,577,514,,,,,,,,,,,,,39,33,52,49,36,44,41,33,42,40,44,46,35,41,61,46,42,24,36,41,,,,,,,,,,,,,92.06,91.7,91.55,91.68,91.27,92.48,91.42,91.97,92.17,91.83,91.47,92.19,90.94,91.33,91.48,90.94,91.49,90.61,82.47,64.45,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,NORMAN WILLIAMS COMPANY,OAXACA,OAXACA,OAXC LGHT TQL 80 PRF 750 ML 007176630001,287,559,817,383,425,691,839,428,864,"1,060",998,"1,009","1,023","1,212","1,150",930,"1,200",828,487,186,,,,,,,,,,,,,36,70,102,48,53,86,105,54,108,133,125,127,123,144,136,110,142,98,65,31,,,,,,,,,,,,,95.65,95.92,96.15,95.87,95.87,95.92,95.99,95.9,95.83,95.72,95.86,95.35,100.1,101.32,101.2,101.57,101.47,101.29,89.95,71.08,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,NUMBER JUAN TEQUILA LLC,NUMBER JUAN,NUMBER JUAN,NMBR JN BLNC TQL 80 PRF CRDB 750 ML 085266298065,,,40,,"4,479","3,444","2,294","2,264","6,662","2,754","1,120","1,400",425,925,"1,840","1,200","2,199","1,000","1,392","1,003","1,085",612,631,"2,264","1,417","1,680","1,919","2,299","3,023","4,290","2,817","2,765",,,1,,112,86,54,55,164,67,28,35,10,23,46,30,55,25,34,25,27,15,15,52,33,39,44,54,72,103,65,63,,,481.81,,480.05,480.76,510.11,494.21,487.63,493.53,480.15,479.99,510.08,482.66,480.05,480.07,480.02,479.96,491.41,481.4,482.32,489.48,504.68,521.51,515.34,517.12,523.48,511.22,504.05,500,520.26,526.94,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,OLD CARBINE,OLD CARBINE,OLD CARBINE,OLD CRB TQL 1000 ML 750300468239,240,"1,459","1,464",731,,,,,,,,,,,,,,,,,,,,,,,,,,"1,442",721,"1,442",5,25,25,12,,,,,,,,,,,,,,,,,,,,,,,,,,24,12,24,431.48,530.89,531.04,530.78,,,,,,,,,,,,,,,,,,,,,,,,,,531.02,530.82,531.02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,PACIFIC EDGE MARKETING GROUP INC,CASA PACIFIC,CASA PACIFIC,CS PCF BLNC TQL 80 PRF 1000 ML 085514400245,60,120,140,100,60,191,100,80,48,72,,107,215,215,,,435,,107,,,,,,,,,,,,,,3,6,7,5,3,11,5,4,2,3,,6,13,13,,,26,,6,,,,,,,,,,,,,,180.09,179.69,179.73,179.42,179.79,163.17,179.41,179.64,216.13,216.13,,152.96,152.9,152.9,,,152.93,,152.86,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,0,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,PACIFIC EDGE MARKETING GROUP INC,EL DESTILADOR,EL DESTILADOR,EL DST BLNC TQL 80 PRF 750 ML 750123371035,28,,28,84,,,56,84,,,,56,26,,53,26,53,53,79,53,159,26,26,212,53,53,79,,,,,,1,,1,3,,,2,3,,,,2,1,,2,1,2,2,3,2,6,1,1,8,2,2,3,,,,,,337.23,,337.23,335.88,,,335.21,335.88,,,,335.21,319.16,,317.25,319.16,317.25,317.25,317.88,317.25,317.88,319.16,319.16,318.2,317.25,317.25,317.88,,,,,,0,,0,0,,,0,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,PACIFIC EDGE MARKETING GROUP INC,EL DESTILADOR,EL DESTILADOR,EL DST BLNC TQL 99 PRF 1000 ML 750123371249,,,,,,,,,,,,,,,,,,40,,20,20,20,20,,,,40,40,"2,401","2,433",20,814,,,,,,,,,,,,,,,,,,2,,1,1,1,1,,,,2,2,92,94,1,31,,,,,,,,,,,,,,,,,,180.09,,180.09,180.09,180.09,180.09,,,,180.09,180.09,233.94,233.35,180.09,233.91,,,,,,,,,,,,,,,,,,0,,0,0,0,0,,,,0,0,0.1,0.1,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,PACIFIC EDGE MARKETING GROUP INC,EL DESTILADOR,EL DESTILADOR,EL DST SLVR TQL 80 PRF 1000 ML 750123371142,,,,,23,92,,,46,,46,92,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,2,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,207.12,207.12,,,207.12,,207.12,206.4,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,PACIFIC EDGE MARKETING GROUP INC,EL DESTILADOR,EL DESTILADOR,EL DST SLVR TQL 80 PRF 750 ML 750123371140,"6,973","10,784","9,131","9,391","8,531","3,970","9,423","6,883","9,412","2,524","2,121","2,690","1,700","2,106","4,473","3,507","3,792",,"4,617","5,893","4,130",688,"1,725","1,034","2,069","4,950","5,056","5,582","7,208","5,556","7,823","8,428",465,719,609,626,569,265,629,459,628,168,142,179,113,141,273,195,211,,257,328,230,38,96,57,115,275,281,310,401,309,435,469,179.95,179.95,179.95,179.95,179.95,179.95,179.95,179.95,179.95,179.96,179.95,179.95,179.94,179.96,196.37,215.96,215.96,,215.97,215.97,215.97,215.97,215.98,215.95,215.96,215.97,215.97,215.97,215.97,215.97,215.97,215.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,PACIFIC EDGE MARKETING GROUP INC,GRAN AGAVE,GRAN AGAVE,GRN AGV BLNC TQL 80 PRF 1000 ML 750123371263,,,372,559,751,742,,,"1,020","1,275",,,511,578,415,"1,725",701,"6,272","4,341","2,690","3,056","3,442",767,"4,591",,"1,419","4,383","3,095","1,359","1,863","1,733",868,,,25,37,50,49,,,51,64,,,26,29,21,86,35,314,217,135,153,172,38,230,,71,219,155,68,93,74,37,,,134.94,134.92,134.92,134.93,,,179.91,179.93,,,179.9,179.94,179.9,179.92,179.93,179.93,179.93,179.93,179.93,179.93,179.92,179.93,,179.93,179.93,179.93,179.92,179.93,210.06,210.3,,,0,0,0,0,,,0,0,,,0,0,0,0.1,0,0.1,0.1,0.1,0,0.1,0,0,,0,0.1,0.1,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,PACIFIC EDGE MARKETING GROUP INC,HERENCIA MEXICANA,HERENCIA MEXICANA,HRNC MXC BLNC TQL 80 PRF 750 ML 089988100065,120,240,180,120,746,817,,621,"1,672",,,,"2,532",,843,,"4,619","3,073","1,342","1,964","1,790",,,"2,556","1,331","2,792","1,716","2,118","1,044","3,143",,"1,566",4,8,6,4,27,25,,19,51,,,,75,,25,,137,92,39,58,53,,,80,34,82,45,62,31,92,,31,359.94,359.94,359.48,359.61,331.18,395.98,,383.03,390.4,,,,405.2,,408.05,,403.31,401.44,407.98,408.06,404.67,,,382.97,475.79,408.06,455.41,408.06,408.07,408.02,,600.11,0,0,0,0,0,0,,0,0,,,,0.1,,0,,0.1,0,0,0,0,,,0,0,0,0,0,0,0,,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,PACIFIC EDGE MARKETING GROUP INC,TESORO NUMBER 5,TESORO NUMBER 5,TSR NMB 5 BLNC TQL 80 PRF 750 ML 081958801310,,,,,,,,,,,,,,230,621,391,621,736,414,"1,845","1,441",960,589,"1,035",980,807,"2,175","2,219","4,326","4,318","2,633","1,730",,,,,,,,,,,,,,10,27,17,27,32,18,92,72,48,27,52,49,36,109,111,217,216,129,78,,,,,,,,,,,,,,275.99,276,276.01,276,275.95,276.06,240.75,239.99,240,261.96,239.03,239.96,268.97,239.53,239.98,239.31,239.97,244.99,265.37,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,PACIFIC EDGE MARKETING GROUP INC,ZAPOPAN,ZAPOPAN,ZPPN BLNC TQL 80 PRF 1000 ML 008124010011,102,162,60,396,"3,695","3,257","3,894",781,321,552,320,260,120,90,300,150,350,240,540,210,120,30,60,90,30,,,60,30,30,30,,5,8,3,20,265,232,292,50,16,37,16,13,6,4,10,5,12,8,18,7,4,1,2,3,1,,,2,1,1,1,,183,182.04,179.79,178.13,125.75,126.21,120.15,141.77,180.79,134.15,179.83,179.9,179.54,202.61,269.78,269.34,262.24,269.88,269.87,269.72,269.96,270.18,270.18,269.88,270.18,,,270.18,270.18,270.18,270.18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,PADDINGTON BRANDS LLC,3 AMIGOS,3 AMIGOS,3 AMG BLNC TQL 80 PRF 750 ML 081410201001,200,180,244,254,82,182,34,136,102,68,136,102,31,102,170,170,102,238,226,34,102,102,295,533,427,697,"1,045",889,709,669,467,867,9,6,8,8,3,10,1,4,3,2,4,3,1,3,5,5,3,7,7,1,3,3,10,17,15,26,41,33,24,23,16,29,266.32,359.6,366.94,382.06,327.32,218.45,409.52,408.29,407.88,407.07,408.29,407.88,368.55,407.88,407.55,407.55,407.88,408.11,387.7,409.52,407.88,407.88,353.88,374.24,341.89,321.86,306.06,323.47,354.5,349.23,350.14,358.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,PADDINGTON BRANDS LLC,3 AMIGOS,3 AMIGOS,3 AMG BLNC TQL 80 PRF 750 ML 081410201031,,199,285,99,139,184,90,60,140,80,40,80,,160,80,80,40,160,120,,80,40,162,80,,80,40,40,120,112,80,,,7,10,3,4,6,4,2,7,2,1,2,,4,2,2,1,4,3,,2,1,4,2,,2,1,1,3,3,2,,,341.9,341.72,397.32,418.38,367.98,269.25,359.16,240.1,478.92,481.81,478.92,,480.36,478.92,478.92,481.81,480.36,479.88,,478.92,481.81,479.41,481.32,,478.92,481.81,481.81,479.88,447.88,478.92,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,PALM BAY INTERNATIONAL,BRIBON,BRIBON,BRBN BLNC TQL 750 ML 008678582001,"1,737","1,168","1,944","1,073","2,171","1,838","2,280","2,975","2,826","2,228",686,"2,499",880,"1,731","2,474",929,"2,464","3,436","2,266","1,564","2,539","1,570",242,526,512,785,999,"1,715","2,366",751,"2,059","2,135",85,55,88,50,103,84,113,146,132,118,37,134,46,83,120,47,107,154,91,66,142,73,10,23,22,32,41,73,108,35,98,105,244,254.18,265.23,257.22,252.11,262.73,242.21,243.96,256.32,227.34,222.81,223.23,230.02,250.23,246.72,238.33,275.59,268.16,298.62,285.27,214.66,257.44,277.66,273.88,280.62,292.71,293.83,280.9,261.85,257.41,253.29,245.08,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,PAN AMERICAN BEVERAGE & TQL IMPRTS LLC,EMBAJADOR,EMBAJADOR,EMBJ BLNC TQL 80 PRF 750 ML 750300881098,39,156,156,76,190,152,38,114,76,38,38,262,38,,38,38,152,38,152,76,114,76,115,226,38,76,224,152,338,224,114,38,1,4,4,2,5,5,1,3,2,1,1,7,1,,1,1,4,1,4,2,3,2,3,6,1,2,6,4,9,6,3,1,469.76,468.35,468.35,454.97,455.52,364.39,457.71,455.88,454.97,457.71,457.71,449.62,457.71,,457.71,457.71,456.34,457.71,456.34,454.97,455.88,454.97,456.79,448.55,457.71,454.97,448.28,456.34,450.81,448.28,455.88,457.71,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,PERNOD RICARD S.A.,AVION,AVION,AVN DRNK CNTN SET 16 OZ SLVR TQL 1 CT 008043211553,,,,,,,,,,,,,,,,,,,,,,,,120,"4,774","3,083","1,771","1,095",437,293,,,,,,,,,,,,,,,,,,,,,,,,,,3,129,77,44,27,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,39.9,36.9,40.04,40.24,40.57,39.54,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,PERNOD RICARD S.A.,AVION,AVION,AVN DRNK CNTN SET SLVR TQL BOX 1 CT 008043210890,"1,191",892,863,286,,378,200,35,75,76,466,938,,,38,57,,,,,,,,,,,,35,,40,,,32,23,22,7,,10,5,1,2,2,13,28,,,1,1,,,,,,,,,,,,1,,1,,,37.58,39.22,39.71,40.87,,37.79,39.99,35.09,37.49,37.99,35.84,33.49,,,37.99,41.99,,,,,,,,,,,,34.99,,39.53,,,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,0,,0,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,PERNOD RICARD S.A.,AVION,AVION,AVN DRNK CNTN SET SLVR TQL BOX 1 CT 008043211192,937,518,932,305,,,,,480,"7,553","8,844","11,796","2,876","1,035","1,516",710,231,262,120,231,160,221,766,"9,338","1,519",538,330,350,"1,052",656,"1,340",495,24,13,24,9,,,,,12,188,222,304,78,27,40,18,6,7,3,6,4,6,22,275,47,16,9,10,29,19,39,14,39.02,38.54,39.56,35.87,,,,,39.99,40.17,39.92,38.77,36.76,38.22,37.86,39.43,38.49,37.42,39.99,38.49,39.99,36.82,34.8,33.96,32.33,33.62,36.66,34.94,36.28,34.54,34.35,35.35,0,0,0,0,,,,,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,PERNOD RICARD S.A.,AVION,AVION,AVN SLVR TQL 1000 ML 008043211044,,,,,,,,,,,,,,45,271,225,405,495,180,225,225,315,225,225,180,270,360,585,720,900,855,990,,,,,,,,,,,,,,1,6,5,9,11,4,5,5,7,5,5,4,6,8,13,16,20,19,22,,,,,,,,,,,,,,405.32,404.84,404.59,404.91,404.98,405.32,404.59,404.59,404.79,404.59,404.59,405.32,404.71,404.86,405.04,404.86,404.95,404.93,404.98,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,PERNOD RICARD S.A.,AVION,AVION,AVN SLVR TQL 1750 ML 073604052194,"1,263","1,260","2,341","1,911","2,090","3,599","2,879","2,519","2,170","2,160","1,520","2,446","1,442","1,170","1,790","2,320","2,080","3,150","2,790","1,705","1,955",765,425,"2,210","2,125","1,190","5,184","3,825","5,184","7,323","4,890","4,080",14,14,26,22,24,40,32,28,26,27,17,27,16,13,22,29,24,35,31,20,23,9,5,26,25,14,61,45,61,86,58,48,462.92,462.79,462.89,446.48,447.82,462.86,462.85,462.88,429.29,411.46,459.86,462.89,462.95,462.95,416.23,411.44,445.72,462.91,462.94,438.48,437.21,437.09,437.19,437.23,437.19,437.13,437.21,437.19,437.21,437.17,437.15,437.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,PERNOD RICARD S.A.,AVION,AVION,AVN SLVR TQL 375 ML 073604052188,"20,293","22,556","27,491","19,538","19,547","19,742","24,158","21,181","26,148","19,441","23,075","31,496","22,141","24,229","35,342","27,369","27,611","33,690","29,916","27,878","31,436","26,708","24,629","31,455","25,855","26,306","39,255","36,051","46,512","55,865","44,697","44,468","1,158","1,276","1,635","1,088","1,086","1,074","1,322","1,156","1,439","1,061","1,268","1,779","1,197","1,329","1,922","1,482","1,496","1,824","1,605","1,455","1,617","1,356","1,279","1,661","1,384","1,398","2,122","1,938","2,488","2,951","2,330","2,318",420.41,423.94,403.14,430.67,431.47,440.99,438.27,439.54,435.62,439.21,436.4,424.58,443.44,437.12,441.05,442.75,442.57,442.93,447.11,459.5,466.2,472.37,461.94,454.15,447.95,451.3,443.52,446.1,448.26,453.91,460.07,460.11,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.6,0.5,0.5,0.5
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,PERNOD RICARD S.A.,AVION,AVION,AVN SLVR TQL 50 ML 073604052191,338,191,276,437,"1,163","1,718","1,160","1,151","1,568","1,247","1,338","1,961","1,279","1,332","1,673","1,214","1,881","1,460","1,141","1,011","1,312","1,056","1,859","3,931","2,274","2,637","3,217","2,298","3,161","3,633","2,907","2,727",105,58,88,146,377,567,389,382,514,414,438,652,417,428,552,395,589,446,371,334,427,347,858,"1,972","1,164","1,305","1,598","1,176","1,608","1,889","1,512","1,381",572.64,588.15,559.41,533.74,551.21,540.98,532.65,538.19,544.77,537.9,545.3,537.23,547.65,555.53,541.06,548.84,570.38,584.28,549.23,540.46,548.06,543.25,386.84,355.86,348.87,360.75,359.57,348.96,351.08,343.45,343.28,352.55,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA WHITE/SILVER,PERNOD RICARD S.A.,AVION,AVION,AVN SLVR TQL 750 ML 073604051934,"86,133","79,981","108,433","119,182","153,151","161,646","140,541","137,564","159,223","106,108","116,966","183,902","119,922","107,864","117,398","99,547","122,069","183,856","152,125","131,610","158,605","108,368","102,694","191,039","131,995","117,297","172,266","185,000","253,612","292,480","229,865","211,116","2,398","2,198","3,066","3,527","4,422","4,598","3,977","4,165","4,850","3,202","3,453","5,555","3,556","2,971","3,096","2,680","3,448","5,220","4,247","3,710","4,592","3,172","2,954","5,583","3,899","3,405","4,680","5,153","7,027","7,990","6,265","5,739",431.22,436.85,424.55,405.69,415.75,422.05,424.26,396.53,394.15,397.82,406.68,397.42,404.8,435.84,455.15,445.9,424.97,422.84,430.03,425.9,414.63,410.17,417.3,410.75,406.4,413.5,441.85,431.02,433.26,439.45,440.47,441.6,1.2,1.2,1.3,1.7,2,1.8,1.8,1.8,1.6,1.5,1.6,1.9,1.5,1.4,1.3,1.3,1.5,1.8,1.7,1.6,1.6,1.4,1.3,1.8,1.5,1.5,1.6,2,2.4,2.2,2.2,2
